MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice
20,RL,NoAlley,IR1,HLS,Corner,StoneBr,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,0,673,1922,GasA,Ex,Y,SBrkr,1922,0,1922,0,2,3,1,Gd,8,Typ,Gd,Attchd,Fin,3,676,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,377426
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,0,726,1536,GasA,Ex,Y,SBrkr,1536,0,1536,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,2,532,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,214000
20,RL,NoAlley,Reg,Lvl,Corner,NWAmes,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Mn,ALQ,0,995,1208,GasA,Ex,Y,SBrkr,1621,0,1621,0,2,3,1,Gd,8,Typ,NoFireplace,Attchd,RFn,2,440,TA,TA,Y,0,0,0,0,NoFence,400,WD,Normal,202500
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,Rec,0,630,1215,GasA,TA,Y,FuseA,1215,0,1215,0,1,3,1,TA,6,Typ,NoFireplace,Attchd,Unf,1,297,TA,TA,Y,0,0,234,0,NoFence,0,WD,Normal,155000
60,RL,NoAlley,Reg,Lvl,Inside,Timber,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,967,967,GasA,Ex,Y,SBrkr,993,0,1908,0,2,4,1,Gd,9,Typ,NoFireplace,Attchd,Fin,2,431,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,202900
20,RH,NoAlley,Reg,Lvl,Inside,SawyerW,Feedr,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,Fa,Fa,CBlock,TA,Fa,No,Unf,0,721,721,GasA,Gd,Y,SBrkr,841,0,841,0,1,2,1,TA,4,Typ,NoFireplace,CarPort,Unf,1,294,TA,TA,N,24,0,0,0,NoFence,0,WD,Normal,82000
90,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,0,0,Wall,Fa,N,FuseA,1040,0,1040,0,2,2,2,TA,6,Typ,NoFireplace,Detchd,Unf,2,400,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,87500
120,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,0,1656,1684,GasA,Ex,Y,SBrkr,1684,0,1684,0,2,2,1,Ex,6,Typ,Ex,Attchd,RFn,2,564,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,266000
160,RM,NoAlley,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,No,Rec,232,175,536,GasA,TA,Y,SBrkr,536,0,1112,0,1,3,1,TA,4,Typ,NoFireplace,Attchd,Unf,1,336,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,85000
50,RL,NoAlley,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0,972,972,GasA,Gd,Y,SBrkr,972,0,1577,0,1,3,1,Fa,6,Typ,Gd,Detchd,Unf,1,312,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,140200
20,RL,NoAlley,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,0,460,958,GasA,TA,Y,SBrkr,958,0,958,0,1,2,1,TA,5,Typ,NoFireplace,Attchd,RFn,1,301,TA,TA,Y,0,0,0,0,NoFence,15500,WD,Normal,151500
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,0,208,1478,GasA,Ex,Y,FuseA,1478,0,1478,0,2,3,1,TA,6,Typ,Gd,Attchd,Unf,2,498,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,157500
160,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,0,191,764,GasA,Ex,Y,SBrkr,764,0,1626,0,2,2,1,Gd,6,Typ,NoFireplace,BuiltIn,RFn,2,474,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,154000
60,RL,NoAlley,IR2,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,0,438,1848,GasA,Ex,Y,SBrkr,1848,0,2728,0,2,4,1,Ex,10,Typ,Ex,Attchd,Fin,3,706,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,437154
120,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,0,1869,1869,GasA,Ex,Y,SBrkr,1869,0,1869,0,2,2,1,Ex,6,Typ,Gd,Attchd,RFn,2,617,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,318061
120,RL,NoAlley,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,TA,Gd,GLQ,0,371,1453,GasA,Gd,Y,SBrkr,1453,0,1453,0,1,2,1,Gd,6,Typ,TA,Attchd,RFn,2,445,TA,TA,Y,0,0,184,0,NoFence,0,WD,Abnorml,190000
50,RL,NoAlley,Reg,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,Mn,LwQ,380,0,616,GasA,TA,N,SBrkr,616,0,1111,1,1,3,1,TA,5,Typ,NoFireplace,Detchd,Unf,1,200,TA,Fa,Y,0,0,0,0,NoFence,0,ConLw,Normal,95000
30,RM,NoAlley,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,0,624,624,GasA,Gd,Y,SBrkr,720,0,720,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,2,484,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,105900
50,RL,NoAlley,Reg,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,0,552,940,GasA,Ex,Y,SBrkr,1192,0,1595,0,1,2,1,TA,6,Typ,Gd,Attchd,Unf,1,240,TA,TA,Y,108,0,0,0,NoFence,0,WD,Normal,140000
20,RL,NoAlley,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,544,322,1200,GasA,Ex,Y,SBrkr,1200,0,1200,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,521,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,177500
20,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,0,598,1158,GasA,Gd,Y,SBrkr,1167,0,1167,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,400,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,173000
120,RM,NoAlley,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,ALQ,0,268,1142,GasA,TA,Y,SBrkr,1142,0,1142,0,1,3,1,TA,6,Typ,Po,Attchd,Fin,2,528,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,134000
80,RL,NoAlley,IR1,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,294,468,1062,GasA,Ex,Y,FuseF,1352,0,1352,1,1,3,1,Gd,6,Min2,NoFireplace,BuiltIn,Unf,1,288,TA,TA,Y,294,0,0,0,NoFence,0,WD,Abnorml,130000
60,RL,NoAlley,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,0,130,1086,GasA,Ex,Y,SBrkr,1086,0,1924,0,2,3,1,Gd,7,Typ,TA,Attchd,RFn,2,592,TA,TA,Y,0,0,374,0,NoFence,0,WD,Normal,280000
85,RL,NoAlley,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,0,115,888,GasA,Ex,Y,SBrkr,912,0,912,0,1,2,1,TA,5,Typ,TA,Attchd,RFn,2,470,TA,TA,Y,0,0,192,0,MnPrv,0,WD,Normal,156000
50,RL,Pave,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,0,484,883,GasA,Gd,Y,SBrkr,988,0,1505,0,1,3,1,TA,8,Typ,NoFireplace,Detchd,Unf,1,240,TA,TA,N,0,0,0,0,NoFence,0,WD,Normal,145000
85,RL,NoAlley,Reg,Lvl,Corner,Edwards,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,0,0,GasA,Ex,Y,SBrkr,495,0,1922,0,3,4,1,Gd,7,Typ,Ex,BuiltIn,RFn,2,672,TA,TA,Y,177,0,0,0,NoFence,0,ConLD,Normal,198500
160,RM,NoAlley,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,0,321,483,GasA,Gd,Y,SBrkr,483,0,987,0,1,2,1,Gd,5,Typ,NoFireplace,Detchd,Unf,1,264,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,118000
60,RL,NoAlley,IR1,Lvl,FR2,NWAmes,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,0,84,796,GasA,TA,Y,SBrkr,790,0,1574,0,2,3,1,TA,6,Typ,TA,Attchd,Fin,2,566,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,190000
70,RM,NoAlley,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Fa,No,Rec,0,216,672,GasA,Gd,Y,FuseA,672,0,1344,0,1,3,1,TA,6,Typ,NoFireplace,Detchd,Unf,1,468,TA,Fa,Y,218,0,0,0,NoFence,0,WD,Normal,147000
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,0,785,1394,GasA,Gd,Y,SBrkr,1394,0,1394,0,1,3,1,TA,6,Typ,Gd,Attchd,RFn,2,514,TA,TA,Y,0,0,185,0,NoFence,0,WD,Normal,159000
80,RL,NoAlley,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,0,728,1099,GasA,Gd,Y,SBrkr,1431,0,1431,1,1,3,1,TA,6,Typ,Gd,Basment,RFn,1,296,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,165000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,LwQ,0,728,1268,GasA,Gd,Y,SBrkr,1268,0,1268,0,1,2,1,TA,7,Typ,Gd,Attchd,Fin,1,244,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,132000
20,RL,NoAlley,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,CBlock,TA,TA,No,ALQ,258,733,1063,GasA,Ex,Y,SBrkr,1287,0,1287,0,1,3,1,Gd,7,Typ,Gd,Detchd,Fin,2,576,TA,TA,Y,0,0,182,0,NoFence,0,WD,Normal,162000
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0,953,953,GasA,Ex,Y,SBrkr,953,0,1664,0,2,3,1,TA,7,Typ,TA,Attchd,RFn,2,460,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,172400
50,RL,NoAlley,Reg,Lvl,Inside,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,TA,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,0,0,GasA,TA,Y,SBrkr,1120,0,1588,0,2,4,1,TA,7,Min2,Gd,Detchd,Fin,2,680,TA,TA,N,0,0,0,0,NoFence,0,WD,Normal,134432
120,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,121,0,744,GasA,TA,Y,SBrkr,752,0,752,0,1,2,1,TA,4,Typ,NoFireplace,Attchd,Unf,1,264,TA,TA,Y,0,0,90,0,MnPrv,0,WD,Normal,125000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,BLQ,180,0,608,GasA,TA,Y,SBrkr,1319,0,1319,0,1,3,1,TA,5,Min2,NoFireplace,Attchd,Unf,1,270,TA,TA,Y,0,0,0,0,GdWo,0,WD,Normal,123000
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,0,1928,0,2,4,1,Gd,8,Typ,Gd,BuiltIn,Fin,2,434,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,219500
30,RL,NoAlley,IR1,Low,Inside,Edwards,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,0,333,683,GasA,Gd,N,FuseA,904,0,904,0,0,1,1,Fa,4,Maj1,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,NoFence,0,WD,Normal,61000
85,RL,NoAlley,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,0,572,870,GasA,Ex,Y,SBrkr,914,0,914,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,2,576,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,148000
60,FV,NoAlley,IR1,Lvl,Corner,Somerst,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,1580,0,2466,0,3,4,1,Gd,8,Typ,Gd,Attchd,RFn,2,610,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,340000
20,RL,NoAlley,Reg,Lvl,Corner,StoneBr,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,0,411,1856,GasA,Ex,Y,SBrkr,1856,0,1856,0,1,1,1,Ex,8,Typ,Ex,Attchd,Fin,3,834,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,394432
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0,982,982,GasA,Ex,Y,SBrkr,1007,0,1800,0,2,3,1,TA,7,Typ,TA,Attchd,Fin,2,463,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,179000
50,RL,Pave,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,0,808,1026,GasA,TA,Y,SBrkr,1026,0,1691,0,2,3,1,Gd,6,Typ,Gd,Detchd,Unf,1,308,TA,TA,Y,242,0,0,0,NoFence,0,WD,Normal,127000
20,FV,Pave,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,0,1293,1293,GasA,Ex,Y,SBrkr,1301,0,1301,0,2,2,1,Gd,5,Typ,Gd,Attchd,RFn,2,572,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,187750
60,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0,939,939,GasA,Ex,Y,SBrkr,939,0,1797,0,2,3,1,Gd,8,Typ,NoFireplace,Attchd,RFn,2,639,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,213500
45,RH,NoAlley,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,Fa,No,Unf,0,784,784,GasA,TA,N,FuseA,784,0,784,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,2,360,Fa,Fa,N,91,0,0,0,NoFence,0,WD,Normal,76000
60,RL,NoAlley,IR2,Low,Corner,ClearCr,Feedr,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Av,GLQ,0,595,1580,GasA,Ex,Y,SBrkr,1079,0,1953,0,2,3,1,Gd,9,Typ,Fa,Attchd,Fin,2,501,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,240000
120,RL,NoAlley,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,0,1232,1256,GasA,Ex,Y,SBrkr,1269,0,1269,0,2,2,1,Gd,6,Typ,TA,Attchd,Fin,2,430,TA,TA,Y,0,0,144,0,NoFence,0,WD,Normal,192000
50,RL,NoAlley,Reg,Lvl,FR2,Edwards,Feedr,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,TA,Fa,PConc,TA,TA,No,Unf,0,658,658,GasA,TA,Y,SBrkr,658,0,1184,0,1,5,1,TA,8,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,0,0,0,NoFence,0,WD,AdjLand,81000
80,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,0,410,1041,GasA,Ex,Y,SBrkr,1125,0,1125,0,1,3,1,TA,6,Typ,Fa,Detchd,Unf,1,352,TA,TA,Y,0,0,0,0,GdWo,0,WD,Abnorml,125000
20,RL,NoAlley,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1479,0,1479,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,577,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,191000
60,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,0,402,1682,GasA,Ex,Y,SBrkr,1742,0,2332,0,2,3,1,Ex,9,Typ,Ex,BuiltIn,Fin,3,846,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,426000
50,RL,Grvl,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Gd,No,Rec,391,229,861,GasA,Ex,Y,SBrkr,961,0,1367,0,1,4,1,TA,7,Typ,NoFireplace,Detchd,Unf,1,384,TA,TA,Y,112,0,0,0,MnPrv,0,WD,Normal,119000
60,RL,NoAlley,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,TA,No,ALQ,0,114,804,GasA,Ex,Y,SBrkr,804,0,1961,0,2,3,1,Gd,7,Typ,TA,BuiltIn,Fin,2,560,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,215000
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,0,0,GasA,TA,Y,SBrkr,882,0,882,0,1,3,1,TA,5,Typ,NoFireplace,Attchd,RFn,1,294,TA,TA,Y,0,0,0,0,MnPrv,1200,WD,Normal,106500
30,RL,NoAlley,Reg,Lvl,Corner,BrkSide,Feedr,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Rec,0,522,788,GasA,TA,Y,FuseA,788,0,788,0,1,2,1,TA,4,Typ,TA,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,GdWo,0,WD,Abnorml,100000
50,RL,NoAlley,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,0,735,735,GasA,Gd,Y,FuseA,735,0,1034,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,1,240,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,109000
20,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,0,405,1144,GasA,TA,Y,SBrkr,1144,0,1144,0,1,3,1,TA,6,Typ,NoFireplace,Attchd,Unf,1,596,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,129000
20,RL,NoAlley,Reg,Low,Inside,CollgCr,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,Rec,0,117,894,GasA,TA,Y,SBrkr,894,0,894,0,1,2,1,TA,6,Typ,NoFireplace,Detchd,RFn,2,600,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,123000
60,RL,NoAlley,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,0,324,864,GasA,TA,Y,SBrkr,876,0,1812,0,2,4,1,TA,8,Typ,TA,Attchd,RFn,1,264,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,169500
30,RM,NoAlley,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Fa,Po,No,Unf,0,961,961,GasA,Gd,Y,Mix,1077,0,1077,0,1,2,1,TA,6,Maj2,NoFireplace,Detchd,Unf,1,338,Po,Po,N,0,0,0,0,NoFence,0,WD,Abnorml,67000
60,FV,NoAlley,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,0,280,1092,GasA,Ex,Y,SBrkr,1112,0,1550,0,2,2,1,Gd,7,Typ,NoFireplace,Attchd,Fin,2,438,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,241000
120,RL,NoAlley,IR2,Lvl,Inside,Veenker,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,0,474,1260,GasA,Ex,Y,SBrkr,1288,0,1288,0,1,1,1,Ex,4,Typ,Gd,Attchd,Fin,2,500,TA,TA,Y,0,0,224,0,NoFence,0,WD,Normal,245500
20,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,0,1286,1310,GasA,Ex,Y,SBrkr,1310,0,1310,0,2,3,1,Gd,6,Typ,Gd,Attchd,Fin,2,400,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,164990
